ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
LHPP_HUMAN	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	2x4d	4,4,3,10,8,10,3,12,4,7,5,3,13,4,5,4,12,4,11,3,6,6,7,5,6,11	270	26	6,53846153846154	170	0
LIF_HUMAN	Leukemia inhibitory factor	1emr/1pvh/2q7n	27,4,3,3,29,27,23	202	7	16,5714285714286	116	0
LIPC_BACLD	Spore germination lipase LipC	6nkd	8,4,13,7,7,9,5,14,25,5,14,3,4,5,4,4,13,3	212	18	8,16666666666667	147	0
LOVD_ASPTE	Monacolin J acid methylbutanoyltransferase	3hlb/3hld/3hle/3hlf/3hlg	7,14,9,9,3,14,3,4,5,4,5,9,3,4,3,13,8,3,4,3,6,4,4,3,13,4,7,12,3,8,3,5,6,6,5,20	413	36	6,55555555555556	236	0
LUXU_VIBHA	Phosphorelay protein LuxU	1y6d	5,25,11,9,12,5,13	114	7	11,4285714285714	80	1
LYG_ANSAN	Lysozyme g	153l/154l	3,4,3,10,5,11,12,21,14,3,3,14	185	12	8,58333333333333	103	0
LYS_BPCP1	Lysozyme	1h09/1oba/2ixu/2ixv/2j8f/2j8g	5,3,7,8,6,9,13,6,17,8,7,7,4,3,3,7,10,5,5,6,5,6,5,5,5,5,6,3,8,5,4,3	339	32	6,21875	199	1
MARIT_THEMA	Maritimacin	3dkt/7k5w/7kq5	3,3,18,3,4,9,7,11,19,3,3,17,5,10,5,8,4,7,11,8,16,3,4	265	23	7,8695652173913	181	0
MARR_ECOLI	Multiple antibiotic resistance protein MarR	1jgs/3vb2/3vod/3voe/5h3r	5,20,13,3,8,13,6,5,23,9	144	10	10,5	105	1
MATRX_HRSVA	Matrix protein	4v23	6,17,5,3,8,9,9,5,6,4,13,3,3,4,12,11,4,8,13,3,5,3,7,12	256	24	7,20833333333333	173	0
MCEL_VACCW	mRNA-capping enzyme catalytic subunit	6rie	3,3,14,9,7,12,8,3,3,6,14,12,7,11,17,7,4,8,3,16,4,6,4,3,5,10,6,6,21,11,7,11,8,4,5,8,3,11,11,7,8,3,15,4,9,3,3,12,3,18,4,6,8,14,6,3,6,8,3,11,12,4,4,3,5,3,5,3,4,10,8,6,5,4,15,3,5,8	844	78	7,33333333333333	572	1
MCLA_CHLAU	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase	4l80	4,6,11,6,3,13,6,3,12,6,17,6,5,5,6,8,3,3,13,4,14,6,8,13,4,5,4,18,4	348	29	7,44827586206897	216	0
MCU11_RANGE	Maculatin-1.1	2mmj/2mn8/2mn9	4,3,8	21	3	5	15	0
MENE_BACSU	2-succinylbenzoate--CoA ligase	5gtd/5x8f/5x8g	3,8,6,4,17,4,13,4,10,5,4,5,4,3,8,4,6,15,4,13,4,11,4,10,4,9,7,3,6,3,3,6,7,3,7,4,10,4,3,3,3,10,11,12,9,3,5,3,3	486	49	6,3265306122449	310	0
MEP50_HUMAN	Methylosome protein 50	4gqb/4x60/4x61/4x63/5c9z/5emj/5emk/5eml/5emm/5fa5/6ckc/6k1s/6rll/6rlq/6v0n/6v0o/7kib/7kic/7kid/7l1g	8,6,3,8,3,3,8,7,6,8,3,8,3,6,8,3,5,6,6,6,5,3,3,3,6,3,6,8,3,4,6,4,5,4,5,6,3,6,5	342	39	5,17948717948718	202	0
MERB_ECOLX	Alkylmercury lyase	1s6l/3f0o/3f0p/3f2f/3fn8/5c0t/5c0u/5dsf/5u79/5u7a/5u7b/5u7c/5u82/5u83/5u88	11,12,8,10,9,6,7,11,6,6,6,4,3,7,3,9,3,4,17	212	19	7,47368421052632	142	0
MET1_MYCHD	MMP 1-O-methyltransferase	6g7d/6h40	11,14,6,13,6,3,5,3,11,6,6,6,11,3,9,11,9,6	218	18	7,72222222222222	139	0
MET22_YEAST	3'(2'),5'-bisphosphate nucleotidase	1k9y/1k9z/1ka0/1ka1/1qgx	27,4,3,17,4,21,3,9,12,5,8,9,4,6,5,3,3,4,10,4,8,5,3,9,3,3,4,3,5,16	357	30	7,33333333333333	220	0
MGP_BACFN	4-O-beta-D-mannosyl-D-glucose phosphorylase	3was/3wat	18,5,3,4,3,12,10,13,10,10,3,15,3,4,6,6,8,3,5,6,3,12,11,4,3,4,10,9,8,10,19	390	31	7,74193548387097	240	0
MLP3B_HUMAN	Microtubule-associated proteins 1A/1B light chain 3B	1v49/2lue/2n9x/2zjd/3vtu/3x0w/4waa/5d94/5dcn/5gmv/5ms2/5ms6/5v4k/5w9a/5xac/5xad	3,4,14,8,3,5,12,3,4,3,8,3,6,9	125	14	6,07142857142857	85	0
MNTR_BACSU	HTH-type transcriptional regulator MntR	1on2/2ev6/2f5c/2f5f/2hyf/3r60/4hv6/4hx8	17,8,13,5,4,23,11,3,15,11,3	142	11	10,2727272727273	113	1
MOSP_RUMA7	Beta-1,4-mannooligosaccharide phosphorylase	5ayd/5aye	3,5,14,11,13,4,3,9,29,8,8,3,19,3,6,3,12,11,3,8,4,16,8,8,10	335	25	8,84	221	0
MPPB_YEAST	Mitochondrial-processing peptidase subunit beta	1hr6/1hr7	4,6,10,3,8,5,10,6,11,3,13,18,13,3,6,11,3,8,12,6,10,11,3,4,7,9,10,16,16,15,9,11,3,7,3,9	462	36	8,38888888888889	302	0
MQSA_ECOLI	Antitoxin MqsA	2kz8/3fmy/3ga8/3gn5/3hi2/3o9x	16,13,3,20,10,8,6,12,3,4	131	10	9,5	95	1
MSRB1_MOUSE	Methionine-R-sulfoxide reductase B1	2kv1	3,5,3,4,3,4,3,5,3	116	9	3,66666666666667	33	1
MTD1_YEAST	Methylenetetrahydrofolate dehydrogenase [NAD(+)]	1edz/1ee9	22,6,16,6,3,10,4,4,6,3,8,6,12,5,9,5,9,7,10,5,5,3,4,6,21	320	25	7,8	195	0
MTDA_METEA	Bifunctional protein MdtA	1lu9/1lua/6tge/6tlk/6tm3	10,9,6,9,6,6,14,4,3,15,5,12,8,15,4,7,5,3,4,3,5,4,19,3,12	288	25	7,64	191	0
N6MT1_HUMAN	Methyltransferase N6AMT1	6h1d/6h1e/6k0x/6khs/6kmr/6kms/6ped	3,12,4,6,10,9,14,6,6,3,4,3,6,3,4,12,3,10,10,9	214	20	6,85	137	0
N7BML_YARLI	NADH-ubiquinone oxidoreductase assembly factor N7BML	6rfq	3,6,4,7,24	237	5	8,8	44	0
NADE_HELPY	NH(3)-dependent NAD(+) synthetase	1xng/1xnh	18,4,14,3,5,3,14,3,10,23,3,6,3,10,4,4,5,14,4,6,13,4	260	22	7,86363636363636	173	0
NADE_HUMAN	Glutamine-dependent NAD(+) synthetase	6ofb	9,17,4,5,15,3,11,12,6,3,5,7,7,3,4,5,8,6,15,10,4,4,5,10,12,3,3,20,5,22,11,8,7,14,6,15,3,29,4,6,5,15,6,5,12,11,18,4,14	706	49	8,89795918367347	436	1
NAGA_BACSU	N-acetylglucosamine-6-phosphate deacetylase	2vhl	9,10,8,5,4,6,3,10,4,7,17,3,11,3,3,3,10,6,3,3,8,4,9,4,3,3,8,5,5,11,5,6,6,3,12,8,7,3,4,6,5	396	41	6,17073170731707	253	0
NAGD_ECOLI	Ribonucleotide monophosphatase NagD	2c4n	5,10,6,10,3,3,10,5,8,3,5,12,5,4,12,10,3,6,7,9,4,6,3	250	23	6,47826086956522	149	0
NALDL_HUMAN	Aminopeptidase NAALADL1	4twe	10,11,15,14,3,5,4,7,3,9,9,9,5,4,3,4,4,3,3,8,3,3,4,3,3,6,14,13,3,19,10,9,7,6,3,8,3,9,5,5,5,4,3,6,7,6,19,3,22,25,13,5,3,3,10,24	740	56	7,625	427	0
NDFS_EUBBA	Nicotinate dehydrogenase FAD-subunit	3hrd	3,10,5,6,5,3,3,7,6,6,8,6,7,8,6,6,6,7,8,8,5,11,10,4,7,5,11,23	296	28	7,14285714285714	200	1
NDHK_THEEB	NAD(P)H-quinone oxidoreductase subunit K	6l7o/6nbx/6nby	4,15,3,3,9,4,3,3,3,5,10,6,4,3,3,3,3,4,3,15,3,5,4,3	237	24	5,04166666666667	121	0
NDUA5_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	5xtb/5xtd/5xth/5xti	3,16,19,7,15,3	116	6	10,5	63	0
NDUB2_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	6g2j/6zr2/6ztq/7b93	4,24,3	105	3	10,3333333333333	31	0
NDUB3_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	6g2j/6zr2/6ztq/7b93	3,10,6,4,5,3,16	104	7	6,71428571428571	47	0
NDUS4_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	5xtb/5xtd/5xth/5xti	6,5,3,7,3,4,4,6,11,3	175	10	5,2	52	0
NDUS5_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	6g2j/6zr2/6ztq/7b93	5,6,3,10,4,3,4,11,19,4	106	10	6,9	69	1
NIKR_ECOLI	Nickel-responsive regulator	1q5y/2hza/2hzv/3bkt/3od2	7,13,18,4,11,13,3,8,14,12,3,9	133	12	9,58333333333333	115	0
NIRD_ECOLI	Nitrite reductase (NADH) small subunit	2jo6	5,7,7,4,6,3,6,6,4,7,5	108	11	5,45454545454545	60	0
NMRL1_HUMAN	NmrA-like family domain-containing protein 1	2exx/2wm3/2wmd/3e5m	5,13,9,8,4,8,5,3,18,5,4,16,5,5,6,4,3,10,4,3,4,12,3,4,11,7,8,3	299	28	6,78571428571429	190	0
NNRE_YEAST	NAD(P)H-hydrate epimerase	1jzt	11,19,4,6,15,4,12,5,8,11,6,3,8,5,5,6,4	246	17	7,76470588235294	132	1
NQO4_THET8	NADH-quinone oxidoreductase subunit 4	2fug/2ybb/3i9v/3iam/3ias/3m9s/4hea/6i0d/6i1p/6q8o/6q8w/6q8x/6y11/6ziy/6zjl/6zjn/6zjy	3,3,5,4,6,4,3,4,3,5,15,29,21,5,6,24,5,4,7,4,3,4,3,3,24,5,12,5,3,9,4,6,4,3,3,4,5	409	37	7,02702702702703	260	0
NQO5_THET8	NADH-quinone oxidoreductase subunit 5	2fug/2ybb/3i9v/3iam/3ias/3m9s/4hea/5b3p/5b3q/6i0d/6i1p/6q8o/6q8w/6q8x/6y11/6ziy/6zjl/6zjn/6zjy	12,3,3,4,13,9,4,11,8,3,3,12,3,3,3,3,3,3,3,3,3	207	21	5,33333333333333	112	0
NRNA_BACSU	Bifunctional oligoribonuclease and PAP phosphatase NrnA	5ipp/5iuf	11,6,3,17,5,4,6,3,3,3,10,6,12,3,14,11,3,9,13,7,7,6,5,7,10,6,3,7,15	313	29	7,41379310344828	215	0
NRNA_MYCTU	Bifunctional oligoribonuclease and PAP phosphatase NrnA	5cet/5jju	10,7,16,5,4,5,3,3,7,12,5,6,3,12,14,13,9,10,3,3,6,6,5,4,10,11,6,3,8,13	336	30	7,4	222	0
NROR_CLOAB	NADH-rubredoxin oxidoreductase	3klj	5,10,4,4,3,6,3,3,6,3,5,4,3,5,3,14,4,13,4,5,12,3,3,6,5,3,3,7,3,3,3,15,4,7,7,7,9,12,5	379	39	5,74358974358974	224	0
NSP2_ROTSH	Non-structural protein 2	6auk	3,6,6,8,3,3,3,6,5,16,3,6,11,4,11,5,7,3,3,10,14,4,9,3,18,11,9,3,10	317	29	7	203	0
NT5C_HUMAN	5'(3')-deoxyribonucleotidase, cytosolic type	2i7d/4l57/4yih/6g2n	5,12,3,8,9,10,7,12,4,3,3,8,7,3,4,6	201	16	6,5	104	0
NU6M_YARLI	NADH-ubiquinone oxidoreductase chain 6	6gcs/6rfq/6rfr/6rfs/6y79/6yj4	4,18,21,25,4,3,17,8,5,10,22	185	11	12,4545454545455	137	0
NUDB_ECOLI	Dihydroneopterin triphosphate diphosphatase	2o1c/2o5w	10,6,3,7,13,4,11,6,13,4,5,7,10	150	13	7,61538461538461	99	1
NUSB_BURTA	Transcription antitermination protein NusB	6ckq	3,18,10,4,23,3,3,17,15,19,4	145	11	10,8181818181818	119	0
OCP_LIMMA	Orange carotenoid-binding protein	5ui2	4,10,16,15,13,7,16,12,13,3,11,5,8,3,11,11,3,10,3,9,11,5	317	22	9,04545454545454	199	1
OORA_MOOTA	Oxalate oxidoreductase subunit alpha	5c4i/5exd/5exe	4,11,5,12,4,13,5,5,3,6,5,3,3,4,7,16,5,4,7,4,3,13,16,7,6,14,7,7,3,7,3,9,3,7,3,17,6	395	37	6,94594594594595	257	0
OORB_MOOTA	Oxalate oxidoreductase subunit beta	5c4i/5exd/5exe	13,10,7,3,4,17,8,4,10,6,3,3,3,6,6,13,3,6,4,3,10,4,6,3,4,3,17	314	27	6,62962962962963	179	0
OORD_MOOTA	Oxalate oxidoreductase subunit delta	5c4i/5exd/5exe	8,16,6,3,12,7,4,3,6,8,7,4,3,4,12,7,9,4,7,3,3,6,5,4,4,5,3,5,3	315	29	5,89655172413793	171	2
OPSD_BOVIN	Rhodopsin	1eds/1edv/1edw/1edx/1fdf/1jfp/1ln6/1nzs/1u19/1vqx/2g87/2hpy/2i36/2j4y/2ped/2x72/3c9m/3cap/3dqb/3oax/3pqr/3pxo/4a4m/4bey/4bez/4j4q/4pxf/4x1h/5dys/5en0/5te3/5te5/5wkt/6fk6/6fk7/6fk8/6fk9/6fka/6fkb/6fkc/6fkd/6fuf/6nwe/6ofj/6pel/6pgs/6ph7	3,4,3,31,3,19,10,3,34,3,19,3,3,3,4,3,11,11,3,36,10,5,8,11,3,3,4	348	27	9,37037037037037	253	0
OSA_SHIFL	Protein osa	4o7k/4ovb	21,3,4,4,4,6,9,3,6,10,7,8,9,9,11,3,11	189	17	7,52941176470588	128	0
OTUB2_HUMAN	Ubiquitin thioesterase OTUB2	4fjv/5qio/5qiq/5qir/5qis/5qit/5qiu/5qiv/5qiw/5qiy/5qiz	7,7,10,3,3,14,20,20,9,21,7,8,11,5,4,6,6,5	234	18	9,22222222222222	166	1
P8_RDVO	Outer capsid protein P8	1uf2	20,11,16,5,5,5,10,3,10,4,5,4,8,6,10,4,10,5,7,14,4,3,13,19,8,21,3	420	27	8,62962962962963	233	0
P936_METJA	Phosphodiesterase MJ0936	1s3l/1s3m/1s3n/2ahd	5,13,5,5,3,7,11,10,8,10,6,5,5,6,6	166	15	7	105	0
PAAH_ECOLI	3-hydroxyadipyl-CoA dehydrogenase	3mog	4,12,4,16,9,4,6,5,14,4,3,4,3,3,6,6,13,7,4,12,10,8,14,3,8,3,5,3,3,4,5,3,8,5,9,12,4,17,11,8,15,3,10	475	43	7,2093023255814	310	0
PAAZ_ECOLI	Bifunctional protein PaaZ	6jql/6jqm/6jqn/6jqo	3,3,4,3,5,9,6,17,7,3,24,4,4,8,4,14,4,12,4,3,3,6,4,6,4,5,15,4,7,3,12,5,14,5,3,4,8,7,4,4,11,7,3,4,3,8,8,8,3,3,4,3,11,4,5,5,12,4,11,5,11,10	681	62	6,56451612903226	407	1
PAIA_BACSU	Spermidine/spermine N(1)-acetyltransferase	1tiq	5,3,16,11,9,8,10,3,3,9,3,3,15,8,9,10,11	172	17	8	136	1
PAIA_THEAC	Spermidine N(1)-acetyltransferase	3f0a/3fix/3k9u/3ne7	5,3,16,11,12,10,11,9,3,18,7,9,5,9	161	14	9,14285714285714	128	1
PAND_ECOLI	Aspartate 1-decarboxylase	1aw8/1ppy/1pqe/1pqf/1pqh/1pt0/1pt1/1pyq/1pyu/3tm7/4aok/4aon/4azd/4cry/4crz/4cs0/4d7z/5ls7	13,3,3,3,7,6,5,3,4,6,11,4,6,7	126	14	5,78571428571429	81	0
PAOX_ARTGO	Phenylethylamine oxidase	1av4/1avk/1avl/1iqx/1iqy/1iu7/1ivu/1ivv/1ivw/1ivx/1rjo/1sih/1sii/1ui7/1ui8/1w4n/1w5z/1w6c/1w6g/1wmn/1wmo/1wmp/2bt3/2cfd/2cfg/2cfk/2cfl/2cfw/2cg0/2cg1/2cwt/2cwu/2cwv/2d1w/2e2t/2e2u/2e2v/2yx9/2zl8/3amo/3wa3/3x3x/3x3y/3x3z/3x40/3x41/3x42/5zou/5zow/5zox/5zoy/5zoz/5zp0/5zp1/5zp2/5zp3/5zp4/5zp5/5zp6/5zp7/5zp8/5zp9/5zpa/5zpb/5zpc/5zpd/5zpe/5zpf/5zpg/5zph/5zpi/5zpj/5zpk/5zpl/5zpm/5zpn/5zpo/5zpp/5zpq/5zpr/5zps/5zpt	13,3,8,4,8,6,7,4,3,6,9,3,7,3,3,4,3,3,6,7,4,3,3,4,8,11,18,3,5,4,3,3,3,15,17,10,9,7,4,11,10,7,3,3,10,8,5,4,7,4,5,3,11,3,17,3	638	56	6,39285714285714	358	0
PARE1_CAUVC	Toxin ParE1	3kxe	4,18,20,3,3,7,18	96	7	10,4285714285714	73	0
PCKA_ECOLI	Phosphoenolpyruvate carboxykinase (ATP)	1k3c/1k3d/1os1/2olq/2olr/6at3/6at4/6crt/6v2l/6v2m	5,4,8,3,3,3,3,4,3,3,15,11,9,10,5,7,3,5,6,13,3,3,5,5,5,7,3,4,6,5,4,3,3,5,3,4,6,8,4,10,4,3,4,3,3,15,6,3,12,4,5,3,4,3,18,5,6,3	540	58	5,56896551724138	323	0
PDC_ZYMMO	Pyruvate decarboxylase	1zpd/2wva/2wvg/2wvh/3oe1/4zp1/5tma	11,5,3,8,4,15,5,13,7,3,3,7,6,3,15,6,3,3,4,14,5,11,5,3,5,3,6,7,4,6,5,11,8,11,5,8,3,11,8,7,7,6,4,3,9,3,5,13,6,15	568	50	6,82	341	0
PEPM_MYTED	Phosphoenolpyruvate phosphomutase	1m1b/1pym/1s2t/1s2u	10,3,6,10,3,5,12,4,3,13,5,3,14,6,13,5,4,10,3,3,7,4,20,3,3,6,11	295	27	7	189	0
PGLD_CAMJE	UDP-N-acetylbacillosamine N-acetyltransferase	2vhe/3bss/3bsy	6,12,6,6,4,12,3,3,3	195	9	6,11111111111111	55	0
PGLE_CAMJE	UDP-N-acetylbacillosamine transaminase	4ztc	11,14,5,12,8,3,6,5,3,9,5,3,11,5,9,3,3,6,11,4,11,19,5,3,4,12,3,3,4,8,3,15	386	32	7,0625	226	0
PGP_PYRHO	Phosphoglycolate phosphatase	1wr8	6,12,4,11,3,3,4,5,12,3,3,10,4,4,12,3,5,3,6,6,4,3,15	231	23	6,1304347826087	141	0
PGP_THEAC	Phosphoglycolate phosphatase	1kyt/1l6r	5,4,12,5,11,3,3,3,5,10,5,7,3,9,6,6,11,3,4,3,4,7,6,3,8	224	25	5,84	146	0
PGTB2_RAT	Geranylgeranyl transferase type-2 subunit beta	1dce	10,3,3,6,14,3,10,4,13,3,10,4,14,3,9,13,3,9,4,13,3,10,4,13,3,7	331	26	7,34615384615385	191	0
PHP_MYCTU	Phosphotriesterase homology protein	4if2	3,6,3,6,17,4,8,5,4,3,4,3,10,6,17,5,11,3,3,3,9,4,13,3,3,3,4,4,7,8,8	326	31	6,12903225806452	190	0
PIA1_PLEOS	Serine proteinase inhibitor IA-1	1itp/1v5i	7,3,14,5,8,9,6,3	76	8	6,875	55	0
PIGA_SERS3	L-prolyl-[peptidyl-carrier protein] dehydrogenase	5zw0/5zw2/5zw7/5zw8/6af6	16,7,10,3,14,13,7,12,4,4,3,5,12,3,9,3,7,3,12,3,4,15,20,3,29,26,5,8,4,11	386	30	9,16666666666667	275	0
PILM_PSEAE	Type IV pilus inner membrane component PilM	5eoy/5eq6	5,14,10,3,15,6,3,10,12,3,6,3,10,13,7,9,3,3,7,7,9,11,4,20,3,7,4,9,3,7,4,7,3	354	33	7,27272727272727	240	0
PIPNA_RAT	Phosphatidylinositol transfer protein alpha isoform	1t27	11,18,12,10,4,8,7,3,12,4,5,3,3,5,3,11,25,4,20	271	19	8,8421052631579	168	0
PME_DAUCA	Pectinesterase	1gq8	4,5,7,5,5,3,7,5,3,4,9,3,4,9,3,8,7,4,6,4,6,6,4,6,4,6,6,3,3,5,4,3,3	319	33	4,96969696969697	164	0
PME_SITOR	Pectinesterase	4pmh	4,3,4,5,4,3,11,5,4,3,5,3,3,5,8,3,8,4,4,4,4,4,8,3,3,3,6,19,4,6,5,4,6,4,3,6,6	382	37	5,05405405405405	187	0
PMF1_HUMAN	Polyamine-modulated factor 1	5lsj/5lsk	17,6,4,27,15,60,11	205	7	20	140	0
PNMT_THLFG	Pavine N-methyltransferase	5kok	9,19,15,6,7,4,15,5,9,7,13,6,3,8,3,9,16,3,5,4,4,11,16,12,27,11	356	26	9,5	247	0
PON1A_ANOEM	U1-poneritoxin-Ae1a	2nbc	3	16	1	3	3	0
POPB_GALM3	Dual function macrocyclase-peptidase POPB	5n4b	6,6,4,19,13,6,5,9,3,4,5,3,8,10,9,6,4,8,6,3,5,6,12,6,4,4,7,6,6,3,6,9,8,7,6,6,10,9,3,6,3,9,9,4,10,5,5,4,16,6,12,7,3,4,4,7,3,3,7,3,13,6,18	730	63	6,77777777777778	427	0
PPAT_RHILO	Pyridoxamine--pyruvate transaminase	2z9u/2z9v/2z9w/2z9x	3,3,6,17,5,11,7,13,5,10,7,3,10,5,4,5,3,5,8,3,17,21,5,3,5,12,3,5,3,17,15	393	31	7,70967741935484	239	0
PPIB_ECOLI	Peptidyl-prolyl cis-trans isomerase B	1lop/2nul/2rs4	5,7,12,3,8,3,4,3,3,6,3,3,7,8,4,7,7	164	17	5,47058823529412	93	1
PQQC_KLEP7	Pyrroloquinoline-quinone synthase	3hlx/4ny7	10,4,3,7,27,15,4,12,5,16,6,6,15,4,24,29	251	16	11,6875	187	0
PRIS_PYRFU	DNA primase small subunit PriS	1g71	10,3,4,5,8,4,11,12,3,6,7,20,6,8,3,11,10,5,3,13,5,9,7,15,5,3,3,6,6,4,3,14	347	32	7,25	232	0
PRIS_SACS2	DNA primase small subunit PriS	1zt2/5of3/5ofn	12,3,5,4,10,13,4,4,6,4,3,4,20,4,9,11,7,5,3,3,3,3,9,5,5,4,9,7	330	28	6,39285714285714	179	0
PROP_HUMAN	Properdin	1w0r/1w0s/6rur/6rus/6ruv/6rv6/6s0b/6sej	8,10,4,4,8,20,9,4,4,3,3,7,5,5,6,4,10,8,6,3,9,6,7,10,3,4,7,3,3,10	469	30	6,43333333333333	193	7
PRP17_HUMAN	Pre-mRNA-processing factor 17	5mqf	4,4,3,13,4,7,4,6,3,3,4,13,3,3,3,5,5,5,6,3,4,6,10,5,5,6,11,5,5,8,9,5,4,5,6,6,3,7,3,3,4,4,5,6,5	579	45	5,35555555555556	241	0
PRPB_ECOLI	2-methylisocitrate lyase	1mum/1oqf/1xg3/1xg4	11,8,9,3,6,3,14,4,4,14,6,3,14,7,4,13,5,11,4,5,6,7,20,3,6,7,9	296	27	7,62962962962963	206	0
PRVA_HUMAN	Parvalbumin alpha	1rjv/1rk9	10,3,7,3,11,4,4,11,7,7	110	10	6,7	67	2
PRZN_SERMA	Serralysin	1af0/1sat/1smp/4i35/5d7w	9,8,6,17,7,7,3,3,5,4,15,3,3,3,4,11,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,7,4,7,6,3,8,3	487	39	5,02564102564103	196	0
PSAE1_ARATH	Photosystem I reaction center subunit IV A, chloroplastic	2o01	3,4,4,3,3,3	143	6	3,33333333333333	20	0
PSB6_BOVIN	Proteasome subunit beta type-6	1iru	6,6,3,6,5,7,22,14,9,7,6,6,7,18,7,7,3	239	17	8,17647058823529	139	0
PSB6_YEAST	Proteasome subunit beta type-6	1fnt/1g0u/1g65/1jd2/1ryp/1z7q/2f16/2fak/2gpl/2zcy/3bdm/3d29/3dy3/3dy4/3e47/3gpj/3gpt/3gpw/3hye/3jco/3jcp/3mg0/3mg4/3mg6/3mg7/3mg8/3nzj/3nzw/3nzx/3oeu/3oev/3okj/3sdi/3sdk/3shj/3tdd/3un4/3un8/3wxr/4cr2/4cr3/4cr4/4eu2/4fzc/4fzg/4g4s/4gk7/4hnp/4hrc/4hrd/4inr/4int/4inu/4j70/4jsq/4jsu/4jt0/4lqi/4ltc/4nnn/4nnw/4no1/4no6/4no8/4no9/4q1s/4qby/4qlq/4qls/4qlt/4qlu/4qlv/4qux/4quy/4qv0/4qv1/4qv3/4qv4/4qv5/4qv6/4qv7/4qv8/4qv9/4qvl/4qvm/4qvn/4qvp/4qvq/4qvv/4qvw/4qvy/4qw0/4qw1/4qw3/4qw4/4qw5/4qw6/4qw7/4qwf/4qwg/4qwi/4qwj/4qwk/4qwl/4qwr/4qws/4qwu/4qwx/4qxj/4qz0/4qz1/4qz2/4qz3/4qz4/4qz5/4qz6/4qz7/4qzw/4qzx/4qzz/4r00/4r02/4r17/4r18/4rur/4x6z/4y69/4y6a/4y6v/4y6z/4y70/4y74/4y75/4y77/4y78/4y7w/4y7x/4y7y/4y80/4y81/4y82/4y84/4y8g/4y8h/4y8i/4y8j/4y8k/4y8l/4y8m/4y8n/4y8o/4y8p/4y8q/4y8r/4y8s/4y8t/4y8u/4y9y/4y9z/4ya0/4ya1/4ya2/4ya3/4ya4/4ya5/4ya7/4ya9/4z1l/5a5b/5ahj/5bou/5bxl/5bxn/5cgf/5cgg/5cgh/5cgi/5cz4/5cz5/5cz6/5cz7/5cz8/5cz9/5cza/5d0s/5d0t/5d0v/5d0w/5d0x/5d0z/5dki/5dkj/5fg7/5fg9/5fga/5fgd/5fge/5fgf/5fgg/5fgh/5fgi/5fhs/5jhr/5jhs/5l52/5l54/5l55/5l5a/5l5b/5l5d/5l5e/5l5f/5l5h/5l5i/5l5j/5l5o/5l5p/5l5q/5l5r/5l5s/5l5t/5l5u/5l5v/5l5w/5l5x/5l5y/5l5z/5l60/5l61/5l62/5l63/5l64/5l65/5l66/5l67/5l68/5l69/5l6a/5l6b/5l6c/5lai/5laj/5ltt/5m2b/5mp9/5mpa/5mpb/5mpc/5nif/5wvi/5wvk/6ef3/6fvt/6fvu/6fvv/6fvw/6fvx/6fvy/6g7f/6g8m/6g8n/6gop/6h39/6hv3/6hv4/6hv5/6hv7/6hva/6hvr/6hvs/6hvt/6hvu/6hvv/6hvw/6hvx/6hvy/6hw0/6hw3/6hw4/6hw5/6hw6/6hw7/6hw8/6hw9/6hwa/6hwb/6hwc/6hwd/6hwe/6hwf/6j2c/6j2n/6j2q/6j2x/6j30/6zou/6zp6/6zp8/7ls5/7ls6	6,6,3,5,3,7,21,13,8,6,3,10,11,3,18,4,9,8	241	18	8	144	0
PSBH_CHLRE	Photosystem II reaction center protein H	6kac/6kad/6kaf	5,4,4,22,4	88	5	7,8	39	0
PSBL_CHLRE	Photosystem II reaction center protein L	6kac/6kad/6kaf	22	38	1	22	22	0
PSBU_THEEB	Photosystem II 12 kDa extrinsic protein	1s5l/2axt/3kzi/4fby/4ixq/4ixr/4pbu/4pj0/4rvy/4tnh/4tni/4tnj/4tnk/5e79/5e7c/5h2f/5kaf/5kai/5mx2/5tis/5zzn/6dhe/6dhf/6dhg/6dhh/6dho/6dhp/6w1o/6w1p/6w1q/6w1r/6w1t/6w1u/6w1v	7,5,3,3,6,9,6,10,3,4,3	134	11	5,36363636363636	59	0
PSPC_PIG	Pulmonary surfactant-associated protein C	1spf/5nda	3,25	35	2	14	28	0
PTGR2_HUMAN	Prostaglandin reductase 2	2vna/2w4q/2zb4/2zb7	7,3,7,10,4,3,5,11,16,3,3,4,5,13,6,12,8,9,5,8,7,9,9,3,10,4,7,13,5,3,9,7	351	32	7,125	228	0
PTXD_PSEST	Phosphonate dehydrogenase	4e5k/4e5m/4e5n/4e5p/4ebf/4nu5/4nu6	4,7,3,3,8,5,6,7,6,3,16,9,5,9,5,7,3,7,5,4,5,3,9,8,3,4,5,19,3	336	29	6,24137931034483	181	0
