ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
RS31_YEAST	Ubiquitin-40S ribosomal protein S31	5mc6/5u4p/6gq1/6gqb/6gqv/6i7o/6q8y/6rbe/6snt/6sv4/6tb3/6tnu/6wdr/6woo/6zvi/7a1g/7b7d	6,5,12,3,4,3,3,5,3,3,5	152	11	4,72727272727273	52	1
RS3_ECOLI	30S ribosomal protein S3	5kpv/5kpw/5kpx/5nwy/6ot3/6ouo/6vwl/6vwm/6vwn/6wnv/6wnw/6xe0	3,3,18,7,4,5,5,14,4,13,14,5,9,12	233	14	8,28571428571429	116	1
RS4_ECOLI	30S ribosomal protein S4	1eg0/5kpv/5kpw/5kpx/5nwy/6ot3/6ouo/6tqo/6vwl/6vwm/6vwn/6wnv/6wnw/6xe0	7,3,3,4,16,13,3,10,7,3,9,3,3,3,4,6,4,8	206	18	6,05555555555556	109	1
RS6_BACAN	30S ribosomal protein S6	3r3t	16,13	96	2	14,5	29	0
RS8_AQUAE	30S ribosomal protein S8	3rf2	14,6,12,7,16,3,9,6,3,3,5,3,3,7,4,6,8	168	17	6,76470588235294	115	0
RS8_METJA	30S ribosomal protein S8	1i6u	14,7,12,4,3,5,3,7,6,4,6,7	130	12	6,5	78	0
RS9A_YEAST	40S ribosomal protein S9-A	5mc6/6fai/6gq1/6gqb/6gqv/6i7o/6q8y/6rbd/6rbe/6snt/6sv4/6tb3/6tnu/6wdr/6xiq/6xir/6y7c/6zvi/7a1g/7b7d	3,6,22,16,3,4,4,3,7,4,9,3,3,4,3,3,3,11	197	18	6,16666666666667	111	1
RSBX_BACSU	Phosphoserine phosphatase RsbX	3w40/3w41/3w42/3w43/3w44/3w45	5,10,8,14,17,11,9,9,5,3,5,5,7,7,4,3,8	199	17	7,64705882352941	130	1
RSMA_METJA	Probable ribosomal RNA small subunit methyltransferase A	3fyc/3fyd/3grr/3gru/3grv/3gry	10,5,9,9,3,10,8,3,6,3,11,8,8,7,9,3,3,8,12,7,4,12,7,3,17	275	25	7,4	185	0
RSMH_THEMA	Ribosomal RNA small subunit methyltransferase H	1m6y/1n2x	8,4,9,7,10,3,5,3,7,7,5,5,7,10,10,11,6,12,11,4,13,13,6,6,3,7	299	26	7,38461538461539	192	0
RSRA_STRCO	Anti-sigma factor RsrA	5frf/5frh	14,4,4,3,4,10,3,5,8,5	105	10	6	60	0
RURE_PSEAE	Rubredoxin-NAD(+) reductase	2v3a/2v3b	4,11,3,4,6,4,3,7,3,3,3,4,4,5,3,3,11,5,12,12,12,5,7,6,9,3,5,7,3,3,3,15,3,4,7,7,7,6,5	384	39	5,82051282051282	227	0
RUVV_FOWPN	Holliday junction resolvase	6p7b	6,3,8,9,3,10,6,3,10,5,15,4,7,16	156	14	7,5	105	0
RUXE_HUMAN	Small nuclear ribonucleoprotein E	3pgw/4f7u/4pjo/4wzj/5mqf/5xjl/5xjq/5xjr/5xjs/5xjt/5xju/6v4x	11,8,12,13,9,3,6	92	7	8,85714285714286	62	0
RUXE_YEAST	Small nuclear ribonucleoprotein E	5gao	10,5,10,3,10,7,3	94	7	6,85714285714286	48	0
S100B_BOVIN	Protein S100-B	1cfp/1mho/1psb/3cr2/3gk1/3gk2/3iqo/3iqq/3lk0/3lk1/3lle/3rlz/3rm1/4fqo/4pdz/4pe0/4pe1/4pe4/4pe7/5dkn/5dkq/5dkr/5er5	17,4,5,11,3,11,4,18	92	8	9,125	73	2
S100G_PIG	Protein S100-G	1cb1/1rsw/1rsx	12,3,11,5,6,11	79	6	8	48	2
SAHH_BRAEL	Adenosylhomocysteinase	4lvc/5m5k/5m65/5m66/5m67/6exi	3,3,13,10,6,12,5,9,3,10,8,13,4,16,8,3,12,3,4,18,5,13,5,9,4,5,4,6,5,3,3,3,7,5,5,3,5,20,4,10,7	473	41	7,17073170731707	294	0
SAHH_BRUA2	Adenosylhomocysteinase	3n58	3,3,12,10,6,12,5,9,3,10,8,13,3,16,8,4,13,3,4,18,5,12,5,9,4,3,5,6,6,5,3,3,7,5,5,3,5,20,3,4,11,3,7	466	43	7,02325581395349	302	0
SAHH_RAT	Adenosylhomocysteinase	1b3r/1d4f/1k0u/1ky4/1ky5/1xwf/2h5l	3,11,3,10,6,12,5,9,3,10,3,7,9,4,4,12,3,3,7,16,5,12,5,8,3,4,5,3,4,5,7,8,6,5,3,5,20,5,11,7,3	432	41	6,68292682926829	274	0
SARA_STAAW	Transcriptional regulator SarA	2fnp/2frh	20,12,4,7,3,14,7,4,3,23	124	10	9,7	97	0
SARCO_HUMAN	Sarcolipin	1jdm	4,17	31	2	10,5	21	0
SARCO_RABIT	Sarcolipin	3w5a	27	31	1	27	27	0
SDC1_YEAST	COMPASS component SDC1	6bx3	8,13,12	175	3	11	33	0
SDHB_CHICK	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	1yq3/1yq4/2fbw/2h88/2h89/2wqy/6myo/6myp/6myq/6myr/6mys/6myt/6myu	8,8,3,11,5,4,4,3,4,3,4,9,5,3,6,12,6,5,14	290	19	6,15789473684211	117	2
SDIA_ECOLI	Regulatory protein SdiA	2avx/4lfu/4lgw	14,14,8,4,5,9,3,3,3,3,4,9,8,9,21,11,8,15,10	240	19	8,47368421052632	161	1
SDIS_COMTE	Steroid Delta-isomerase	1buq/1isk/1ocv/1ogz/1ohp/1ohs/1qjg/3m8c/3mki/3myt/3nbr/3nhx/3nm2/3nuv/3nxj/3t8u/3unl/4l7k/5ugi/6uae/8cho	17,5,10,3,11,4,3,12,5,6,7,3,3	125	13	6,84615384615385	89	0
SDIS_PSEPU	Steroid Delta-isomerase	1e3r/1e3v/1ogx/1oh0/1w01/3fzw/3ows/3owu/3owy/3ox9/3oxa/3rgr/3t8n/3vgn/4cdl/5d81/5d82/5d83/5g2g/5kp1/5kp3/5kp4/6c17/6c1j/6c1x/6f4y/6f50/6f53/6f54/6u1z/6u4i/6ubq/6ucn/6ucw/6ucy/6ufs	17,6,10,13,3,6,15,13,9,3,3	131	11	8,90909090909091	98	0
SEGN_DANRE	Secretagogin	2be4/2q4u/6jlh	11,4,3,12,11,4,4,8,12,11,4,3,11,15,5,4,3,4,18,4,14,3,15,3,3,7	272	26	7,53846153846154	196	6
SELW_MOUSE	Selenoprotein W	2npb	6,15,5,4,5,18	88	6	8,83333333333333	53	0
SERB_VIBCH	Phosphoserine phosphatase	3n28	3,4,3,3,3,6,11,7,8,10,4,4,15,12,10,6,10,9,11,11,8,15,3,5,3,6,8,4,8,13	328	30	7,43333333333333	223	0
SERC_MYCTU	Phosphoserine aminotransferase	3vom	3,3,5,3,17,6,11,5,12,4,8,5,3,5,8,12,3,8,17,21,4,3,8,10,7,16	376	26	7,96153846153846	207	0
SHDHL_HAEIN	Shikimate dehydrogenase-like protein HI_0607	1npy	6,13,6,11,4,3,3,4,5,5,12,4,10,4,11,4,5,6,5,4,8,3,17,12	271	24	6,875	165	0
SILD_PODPE	Secoisolariciresinol dehydrogenase	2bgk/2bgl/2bgm	6,12,7,11,5,15,4,11,14,6,3,3,21,3,9,3,10,12,3,5,3,5	278	22	7,77272727272727	171	0
SIR_MYCTU	Sulfite reductase [ferredoxin]	1zj8/1zj9	3,5,3,3,7,4,3,5,5,5,3,3,4,10,3,14,4,6,3,9,11,11,3,9,3,10,8,3,7,3,15,3,8,11,5,8,3,14,3,6,13,3,5,3,3,14,4,6,3,15,10,3,14,7,4	555	55	6,41818181818182	353	0
SLEB_BOTJA	Snaclec botrocetin subunit beta	1fvu/1ijk/1u0n/1u0o	3,10,11,6,8,3,3,6,6,7	125	10	6,3	63	1
SLEB_CALRH	Snaclec rhodocetin subunit beta	1sb2/3gpr	12,11,14,7,3,3,7,7,8	129	9	8	72	1
SLEC_CALRH	Snaclec rhodocetin subunit gamma	3gpr/6nd8/6nd9/6nda/6ndb/6ndc/6ndd/6nde/6ndf/6ndg/6ndh	3,10,10,3,14,9,6,3,3,5,3,5,8	135	13	6,30769230769231	82	1
SLED_CALRH	Snaclec rhodocetin subunit delta	3gpr/6nd8/6nd9/6nda/6ndb/6ndc/6ndd/6nde/6ndf/6ndg/6ndh	3,10,9,4,14,7,3,7,3,7,6	124	11	6,63636363636364	73	1
SLT_ECOLI	Soluble lytic murein transglycosylase	1qsa/1qte/1sly	16,7,3,11,4,10,16,7,13,12,10,13,9,3,12,3,7,17,14,13,3,12,13,10,3,13,12,9,4,11,12,13,10,4,8,3,12,11,5,18,10,11,7,20,5	645	45	9,75555555555556	439	0
SLYA_SALTY	Transcriptional regulator SlyA	3q5f	19,12,4,8,13,4,3,4,3,19,20	144	11	9,90909090909091	109	1
SNW1_HUMAN	SNW domain-containing protein 1	5mqf	4,3,3,3,4,3,4,23,5,6,6,7,6,4,34,5	536	16	7,5	120	0
SODC_SCHMA	Superoxide dismutase [Cu-Zn]	1to4/1to5	7,3,10,9,10,3,3,7,9,3,3,8,4,7	153	14	6,14285714285714	86	0
SODC_YEAST	Superoxide dismutase [Cu-Zn]	1b4l/1b4t/1f18/1f1a/1f1d/1f1g/1jcv/1jk9/1sdy/1yaz/1yso/2jcw	7,3,7,5,9,8,3,4,6,9,3,5,3,4,4,3	154	16	5,1875	83	0
SODM_STRMU	Superoxide dismutase [Mn/Fe]	4yip	9,15,3,6,4,23,11,14,9,7,4,7,3,4,8,3,13	203	17	8,41176470588235	143	0
SP5AD_BACSU	Stage V sporulation protein AD	3lm6	17,4,3,3,19,3,9,3,10,4,3,14,9,5,3,10,8,19,3,7,14,3,3,4,3,17,10,4,10	338	29	7,72413793103448	224	0
SPCAD_ADVMD	3-sulfinopropanoyl-CoA desulfinase	5af7/5ahs	16,3,7,9,3,14,9,8,12,3,4,3,5,12,10,11,6,3,12,3,9,30,3,26,5,25,4,8,4,12	401	30	9,3	279	0
SPZX_ARATH	Serpin-ZX	3le2	21,3,13,10,10,5,3,11,10,5,19,10,3,3,6,8,6,8,10,10,3,11,8,6,3,4,10,5,5,7,8	391	31	7,87096774193548	244	0
SQASE_ECOLI	Sulfoquinovosidase	5aed/5aee	4,4,6,6,3,14,13,7,9,9,9,7,5,5,10,7,5,7,17,12,5,5,13,5,4,3,3,10,6,4,9,3,4,8,14,5,22,5,4,3,3,10,11,3,3,16,14,3,3,5,3,3,7,3,7,5,5,4	678	58	6,93103448275862	402	0
SRB11_SCHPO	RNA polymerase II holoenzyme cyclin-like subunit	1zp2	3,3,16,17,15,9,14,9,14,3,13,8,18,3	228	14	10,3571428571429	145	1
SRP19_METJA	Signal recognition particle 19 kDa protein	1l9a/1lng/2v3c/3ndb/4xco	3,4,3,10,3,3,3,12	87	8	5,125	41	0
SRP54_SACS2	Signal recognition particle 54 kDa protein	1qzw/5l3v	9,19,17,14,3,10,14,5,12,4,14,6,3,3,14,8,11,5,3,10,6,3,3,8,11,13,3,4,6,6,3,11,19	447	33	8,48484848484848	280	0
SSGB_THEFY	Sporulation-specific cell division protein SsgB	3cm1	11,10,7,6,7,3,8,8,6,14,12	138	11	8,36363636363636	92	0
ST1A3_HUMAN	Sulfotransferase 1A3	2a3r	4,4,6,4,5,12,4,4,4,3,5,6,14,9,11,5,6,12,10,6,3,14	295	22	6,86363636363636	151	0
ST1B1_HUMAN	Sulfotransferase 1B1	2z5f	3,3,4,4,6,12,4,4,7,4,5,6,14,10,10,5,6,11,10,5,4,15	296	22	6,90909090909091	152	0
SUGFT_MYCTU	dTDP-4-amino-4,6-dideoxyglucose formyltransferase	4pzu/4q12/5vyq	5,14,6,4,7,7,6,9,3,8,7,7,25,8,3,10,4,10	234	18	7,94444444444444	143	0
SURE_THEMA	5'-nucleotidase SurE	1ilv/1j9j/1j9k/1j9l	5,10,10,3,11,10,10,6,11,7,3,14,3,6,4,10,10,3,6,7,10	247	21	7,57142857142857	159	0
SURE_THET8	5'-nucleotidase SurE	2e6c	5,10,8,5,6,11,9,6,11,7,3,15,5,4,5,3,5,4,6,7,3	244	21	6,57142857142857	138	0
SYF1_HUMAN	Pre-mRNA-splicing factor SYF1	5mqf	6,8,14,12,10,15,14,11,13,11,12,11,12,13,10,13,15,10,12,12,16,14,3,9,10,11,34,12,12,9,13,11,15,12,12,6,19	855	37	12,2162162162162	452	0
SYM_MYCTU	Methionine--tRNA ligase	6ax8	6,19,8,10,18,5,16,11,3,3,3,3,10,4,10,3,3,12,4,6,6,4,6,6,3,5,8,4,5,8,11,11,5,14,11,10,22,4,25,10,3	519	41	8,24390243902439	338	0
SYS_THET2	Serine--tRNA ligase	1ses/1set/1sry	6,11,10,12,16,9,3,3,7,8,5,19,4,4,7,3,5,6,3,3,11,4,12,21,5,4,9,13,6,3,3,10,10,3,4,5	421	36	7,41666666666667	267	0
T2E5_ECOLX	Type-2 restriction enzyme EcoRV	1b94/1b95/1b96/1b97/1eoo/1rva/1rvb/1rvc/1rve/1stx/1sx5/2ge5/4rve/5f8a/5hlk	15,6,3,22,3,4,5,13,7,3,5,3,13,6,11,4,7,4,6,9,4,3,9	245	23	7,17391304347826	165	0
T2EA_HUMAN	General transcription factor IIE subunit 1	1vd4/2jtx/2rnq/2rnr/6o9l	14,12,5,8,13,10,9,27,6,3,5,4,18,4,3,4,4,6,6,14	439	20	8,75	175	1
T2EB_HUMAN	Transcription initiation factor IIE subunit beta	1d8j/1d8k/6o9l	4,17,8,3,8,4,3,6,14,7,7,3,5,5,8,11	291	16	7,0625	113	0
TADA_AQUAE	tRNA-specific adenosine deaminase	1wwr	17,6,7,4,13,7,9,7,3,4,16	151	11	8,45454545454546	93	1
TBA1_YEAST	Tubulin alpha-1 chain	5w3f/5w3h/5w3j	6,18,3,4,3,3,3,7,9,3,5,16,11,13,9,3,12,3,7,10,15,4,8,4,5,7,3,5,11,13,6,5,10,3,15,5,20	447	37	7,75675675675676	287	0
TCO2_BOVIN	Transcobalamin-2	2bb6/2bbc	11,5,8,4,17,13,22,4,13,12,3,18,3,17,3,8,18,10,5,3,13,8,10,3,4,5,7,8	432	28	9,10714285714286	255	0
TCO2_HUMAN	Transcobalamin-2	2bb5/5no0/5np4/5nrp/5nsa	11,5,8,4,19,13,22,3,13,11,3,16,3,17,3,8,17,11,4,9,4,8,11,4,5,7,8	427	27	9,14814814814815	247	0
TDCB_SALTY	L-threonine dehydratase catabolic TdcB	2gn0/2gn1/2gn2	5,3,11,7,7,3,3,9,5,4,13,5,10,4,15,4,17,5,3,13,8,8,3,10,5,15,3,7,4,7,8	329	31	7,2258064516129	224	0
TENA_STAAR	Aminopyrimidine aminohydrolase	4fn6	18,8,13,11,15,10,6,16,7,14,8,15,26	229	13	12,8461538461538	167	0
TENA_STAES	Aminopyrimidine aminohydrolase	3no6	18,7,25,3,15,9,4,16,7,15,10,14,27	229	13	13,0769230769231	170	0
TESB_ECOLI	Acyl-CoA thioesterase 2	1c8u	10,4,4,14,9,10,12,11,8,4,8,11,11,3,8,12,11,10,13	286	19	9,10526315789474	173	0
TF2AA_HUMAN	Transcription initiation factor IIA subunit 1	1nvp/5fur/6o9l	23,15,12,5,12,13,13	376	7	13,2857142857143	93	0
TGFB1_HUMAN	Transforming growth factor beta-1 proprotein	1kla/1klc/1kld/3kfd/4kv5/6om2	25,3,11,6,7,7,3,3,10,9,10,6,9,16,8,3,4,4,6,4,4,12,3,9,3,12,3,4,16,18	390	30	7,93333333333333	238	0
THIO_MYCTU	Thioredoxin	2i1u/2l4q/2l59/3o6t	3,4,6,16,6,6,9,8,7	116	9	7,22222222222222	65	1
THIO_PLAF7	Thioredoxin	1syr/2mmn/2mmo/4j56	4,11,8,16,8,7,9,9,12	104	9	9,33333333333333	84	1
THNC_VISAL	Viscotoxin-C1	1orl/3c8p	13,8	46	2	10,5	21	0
THND_HELPU	Hellethionin-D	1nbl/3szs	5,12,7,8	46	4	8	32	0
TKN1_UPERU	Uperolein	2gfr	4	11	1	4	4	0
TNNI2_CHICK	Troponin I, fast skeletal muscle	1vdi/1vdj/2w49/2w4u	41,39,9,9,12,9,9	183	7	18,2857142857143	128	0
TNR1_ECOLI	Transposon gamma-delta resolvase	1gdt/1ght/1hx7/1res/1ret/1zr2/1zr4	9,13,3,5,3,9,6,3,4,13,4,26,3,9,8,9	183	16	7,9375	127	1
TOM7_HUMAN	Mitochondrial import receptor subunit TOM7 homolog	7ck6/7cp9	30,4,5	55	3	13	39	0
TPIS_HUMAN	Triosephosphate isomerase	1hti/1klg/1klu/1wyi/2iam/2ian/2jk2/2vom/4e41/4poc/4pod/4unk/4unl/4zvj/6c2g/6d43/6nlh/6up1/6up5/6up8/6upf	6,13,6,3,7,6,6,6,5,5,13,6,5,14,3,5,3,18,6,3,6,4,4,6	249	24	6,625	159	0
TPIS_STAAR	Triosephosphate isomerase	3uwu/3uwv/3uww/3uwy/3uwz	5,10,6,3,9,5,6,6,5,6,13,6,5,13,6,4,3,4,18,4,5,5,5,3,11	253	25	6,64	166	0
TRBC2_HUMAN	T cell receptor beta constant 2	1ao7/1bd2/2eyr/2eys/2eyt/3kxf/3o6f/3o9w/3t0e/4mvb/4mxq/4n5e/4onh/4p4k/5brz/5bs0/5c07/5c08/5c09/5c0a/5c0b/5c0c/5eu6/5hho/5hyj/5ks9/5ksa/5ksb/6cql/6cqq/6cqr/6mj4/6mj6/6mjj/6mjq	3,6,7,15,7,3,3,4,3,10,4,8,3,3,10	178	15	5,93333333333333	89	1
TRMH_THET8	tRNA (guanosine(18)-2'-O)-methyltransferase	1v2x	5,9,7,13,8,4,3,8,10,5,3,3,7,6,6,18,3,10	194	18	7,11111111111111	128	0
TRMI_PYRAB	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI	3lga/3lhd/3mb5	5,5,6,4,4,3,5,7,10,5,10,6,14,4,3,7,4,7,13,13,3,3,4,4,4,7	253	26	6,15384615384615	160	0
TRMI_THET2	tRNA (adenine(58)-N(1))-methyltransferase TrmI	2pwy	4,4,6,3,7,3,5,7,10,5,3,10,8,14,6,3,9,4,7,12,11,17,4,4,7	255	25	6,92	173	0
TRPA_SALTY	Tryptophan synthase alpha chain	1k3u/1tjp/1wbj/2clk/3cep/3pr2/4hn4/4hpj/4hpx/4ht3/4kkx/4xug/4zqc/5cgq/6c73/6d0v/6dzo/6o1h/6vnt/6xe3	11,7,13,6,12,14,3,5,5,11,4,3,9,3,10,8,3,9,6,9,5,9,18	268	23	7,95652173913043	183	0
TRPF_THEKO	N-(5'-phosphoribosyl)anthranilate isomerase	5lhe/5lhf	5,7,6,3,10,5,11,5,11,7,3,13,6,3,14,5,8,6,3,12	208	20	7,15	143	0
TRPF_THEMA	N-(5'-phosphoribosyl)anthranilate isomerase	1nsj	4,10,6,10,11,11,5,8,11,7,3,6,5,3,6,6,8,6,3,3,12	205	21	6,85714285714286	144	0
TRPG_SERMA	Anthranilate synthase component 2	1i7q	6,10,6,10,7,3,8,4,9,18,3,15,7,7,6,13	193	16	8,25	132	1
TRPR_ECO57	Trp operon repressor	2xdi	4,16,7,19,7,12	108	6	10,8333333333333	65	0
TRUB_THEMA	tRNA pseudouridine synthase B	1ze1	7,3,11,5,8,10,9,7,4,9,8,4,6,6,3,14,8,11,11,3,7,3,3,4,5,3,5,3,9,4,4,8	309	32	6,40625	205	1
TSR3_VULDI	16S rRNA aminocarboxypropyltransferase	5apg	5,7,7,3,4,3,6,5,11,7,11,8,13,6,13	185	15	7,26666666666667	109	0
TTRD_ARCFU	Tat proofreading chaperone TtrD	2idg/2xol/2yjm	20,8,5,4,3,14,20,17,6,22	174	10	11,9	119	0
TTR_PSEAJ	Acetyltransferase	1ghe/1j4j	4,17,9,6,10,10,9,3,15,7,8,11,10	177	13	9,15384615384615	119	1
TTTP_LAMBD	Tail tube terminator protein	1z1z	16,7,3,14,3,13,11,4,6,12,3,13	131	12	8,75	105	0
TX2_CERMR	Beta-theraphotoxin-Cm1b	6btv	4,3,3,3,4	33	5	3,4	17	0
TXG1E_CHIGU	Kappa-theraphotoxin-Pg1a	2wh9	4,7	36	2	5,5	11	0
TXP1_PARSR	Kappa-theraphotoxin-Ps1a	1v7f	7	29	1	7	7	0
TXP1_PSACA	Psalmotoxin-1	1lmm/2kni/4fz0	3,3,3,4,3,4	40	6	3,33333333333333	20	0
TXP2_BRAAI	Omega-theraphotoxin-Ba1b	2kgh	3,6,4	39	3	4,33333333333333	13	0
TXP3_APOSC	Mu-cyrtautoxin-As1a	2m36	4,3,3,3,3	37	5	3,2	16	0
TXP7_APOSC	U3-cyrtautoxin-As1a	1wqb	4,8	32	2	6	12	0
TYB4_HUMAN	Thymosin beta-4	3tu5	6,3,8	44	3	5,66666666666667	17	0
TYPX_TRYBB	Tryparedoxin	1o73/6gxg/6gxy	3,3,4,7,17,7,8,4,6,8,9,4,7,4	144	14	6,5	91	1
TYSY_BPT4	Thymidylate synthase	1tis	10,5,5,3,11,9,4,4,3,6,11,6,9,14,19,17,3,5,9,3	286	20	7,8	156	0
TYSY_PNECA	Thymidylate synthase	1f28	16,4,9,4,3,3,12,5,4,6,7,11,3,3,3,9,12,19,15,8,3,4,3,3,5	297	25	6,96	174	0
TYW31_PYRHO	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase 1	2it3	3,17,9,3,7,3,8,8,9,8,13,3,5,7,28,4	196	16	8,4375	135	0
TYW3_ARCFU	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase	2qg3	17,3,8,7,9,3,8,8,9,8,14,4,4,7,4,33	196	16	9,125	146	0
U6A_CONER	Delta-conotoxin EVIA	1g1p/1g1z	4,5	32	2	4,5	9	0
U6GS_CONGE	Mu-conotoxin GS	1ag7	3,4,3,4	34	4	3,5	14	0
U7A_CONTU	Conotoxin TVIIA	1eyo	4,4	30	2	4	8	0
UB2L3_HUMAN	Ubiquitin-conjugating enzyme E2 L3	1c4z/1fbv/4q5e/4q5h/5hpt/6cp2/6n13/6xxu	17,8,6,8,6,3,3,3,13,3,9,15	154	12	7,83333333333333	94	1
UB2L6_HUMAN	Ubiquitin/ISG15-conjugating enzyme E2 L6	1wzv/1wzw/2kjh	13,6,6,3,8,6,3,3,13,3,9,15	153	12	7,33333333333333	88	1
UBC8_ARATH	Ubiquitin-conjugating enzyme E2 8	4x57	15,8,7,7,4,3,13,9,15	148	9	9	81	1
UBC9_HUMAN	SUMO-conjugating enzyme UBC9	1a3s/1kps/1z5s/2grn/2gro/2grp/2grq/2grr/2o25/2pe6/2px9/2xwu/3uin/3uio/3uip/4w5v/4y1l/5d2m/5f6d/5f6e/5f6u/5f6v/5f6w/5f6x/5f6y/5fq2/6syf	16,6,3,11,7,6,3,3,13,9,14	158	11	8,27272727272727	91	1
UBC9_YEAST	SUMO-conjugating enzyme UBC9	2eke/2gjd/3ong	15,6,11,8,3,3,3,12,9,14	157	10	8,4	84	1
UCRI_PARDE	Ubiquinol-cytochrome c reductase iron-sulfur subunit	2yiu	22,3,4,7,7,9,3,3,5,5,3,5,6,4	190	14	6,14285714285714	86	1
UFM1_CAEEL	Ubiquitin-fold modifier 1	1l7y	8,7,11,3,10,7,7	94	7	7,57142857142857	53	0
UFM1_HUMAN	Ubiquitin-fold modifier 1	1wxs/5hkh/5ia7	9,3,5,4,12,3,3,8,9	85	9	6,22222222222222	56	0
UGPA_HUMAN	UTP--glucose-1-phosphate uridylyltransferase	4r7p	17,3,17,3,4,7,5,7,3,3,4,16,6,5,6,4,6,5,3,3,7,7,9,8,3,8,5,5,3,5,10,9,7,7,7,4,3,8,4,4,4,4,3,7,3,6,5,10,4,4,4	508	51	5,96078431372549	304	0
UGT79_ORYSJ	UDP-glycosyltransferase 79	5tmb	4,12,6,6,5,3,4,25,5,9,6,11,9,4,4,3,9,3,8,11,3,4,7,5,13,4,3,7,5,6,6,10,3,10,4,13,19,12	466	38	7,39473684210526	281	0
ULAE_ECO57	L-ribulose-5-phosphate 3-epimerase UlaE	3cqi/3cqj/3cqk	4,3,10,6,4,4,14,7,4,21,4,3,21,5,3,11,4,5,3,7,3,3,3,5,3,10,3,3,3,18	284	30	6,56666666666667	197	0
UPE35_UPEMJ	Uperin-3.5	6gs3	12	17	1	12	12	0
UPP_BURPS	Uracil phosphoribosyltransferase	3dmp	4,11,19,7,7,3,7,10,3,3,3,4,5,6,11,3,4,3,10,7,4,6	216	22	6,36363636363636	140	0
UPP_MYCTU	Uracil phosphoribosyltransferase	5e38	3,11,3,19,7,7,4,3,7,3,4,3,10,3,5,3,10,7,3,4	207	20	5,95	119	0
URE3_SPOPA	Urease subunit gamma	1ie7/1s3t/1ubp/2ubp/3ubp/4ac7/4ceu/4cex/4ubp/5a6t/5fsd/5fse/5g4h/5ol4/6h8j/6qdy/6rkg/6rp1	21,17,7,3,3,4,9,9	100	8	9,125	73	0
UXAC_SALTY	Uronate isomerase	3iac	9,3,6,6,8,3,11,3,11,15,3,7,5,8,4,4,12,17,8,12,22,6,7,4,12,8,3,7,3,4,3,14,3,19,12,6	470	36	8	288	0
VA0D_YEAST	V-type proton ATPase subunit d	6o7v/6o7w/6o7x	4,16,8,8,3,22,8,16,5,3,3,4,7,7,25,26,4,5,7,8,16,5,24,3,3	345	25	9,6	240	0
VA0E1_HUMAN	V-type proton ATPase subunit e 1	6wm2/6wm3/6wm4	16,3,24,3,10	81	5	11,2	56	0
VAPB1_HAEIN	Antitoxin VapB1	6nkl	8,6,3,9,5,8,8	78	7	6,71428571428571	47	1
VAPB2_MYCTU	Antitoxin VapB2	3h87	14,13,10,4,7	73	5	9,6	48	0
VAPB2_RICFE	Antitoxin VapB2	3zvk	7,6,3,10,6,12,4	78	7	6,85714285714286	48	1
VATA_THET8	V-type ATP synthase alpha chain	3gqb/3w3a/5gar/5gas/5tsj/5y5x/5y5y/5y5z/5y60/6ly8/6qum/6r0w/6r0y/6r0z/6r10	8,6,5,9,8,14,5,8,3,5,7,6,6,4,3,4,4,4,3,4,4,3,11,10,8,3,4,3,7,3,20,4,14,4,9,4,9,7,3,6,4,11,16,3,17,3,22,4,5,3,18	578	51	7,01960784313725	358	0
VATD_ENTFC	Streptogramin A acetyltransferase	1khr/1kk4/1kk5/1kk6/1mr7/1mr9/1mrl/3dho	3,4,5,3,3,3,4,3,3,3,3,3,4,4,3,3,4,7,10,3,6,6,3	209	23	4,04347826086957	93	0
VATD_HUMAN	V-type proton ATPase subunit D	6wlz/6wm2/6wm3/6wm4	59,6,8,7,9,46,40	247	7	25	175	0
VATF_BOVIN	V-type proton ATPase subunit F	6xby	4,10,4,13,9,4,4,8	119	8	7	56	0
VAT_THEAC	VCP-like ATPase	1cz4/1cz5/5g4f/5g4g/5vc7	7,6,5,16,4,7,7,8,9,12,4,3	745	12	7,33333333333333	88	0
VP7_BTV1S	Core protein VP7	2btv	14,3,18,18,4,14,3,4,8,6,3,3,15,3,3,4,3,3,3,4,3,14,8,11,3,3,20,7	349	28	7,32142857142857	205	0
VPR_HV1B9	Protein Vpr	1ceu/1esx/1m8l/1vpc/1x9v/5b56	13,13,6,25,5	96	5	12,4	62	0
VTA1_YEAST	Vacuolar protein sorting-associated protein VTA1	2luh/2rkl/3mhv/5h7p/5xmk	17,15,19,4,4,24,20,3,22,29,16	330	11	15,7272727272727	173	0
V_PIV5	Non-structural protein V	2hye/2k48	10,3,8,3,12,4,4,11,10,3,3,3	222	12	6,16666666666667	74	0
XGPT_YERPE	Xanthine-guanine phosphoribosyltransferase	5xtk	3,14,3,6,11,6,4,11,9,8,3,7,3,3	152	14	6,5	91	0
XYL1_CANTE	NAD(P)H-dependent D-xylose reductase	1mi3/1r38/1sm9/1ye4/1ye6/1z9a	3,5,13,3,3,13,3,6,3,15,6,13,9,10,5,9,5,4,4,3,10,10,6,8,4	322	25	6,92	173	0
