ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
3SX1_DENPO	Mambalgin-1	2mjy/5do6/5du1/5dz5/7cft	4,4,10,10,6	78	5	6,8	34	0
4HYPE_XANCP	4-hydroxyproline 2-epimerase	4juu	11,9,11,8,6,7,13,8,7,4,12,18,3,18,3,7,6,13,4,9,8,11	312	22	8,90909090909091	196	0
AACP1_BRADU	Aminoacyl carrier protein 1	4h2s/4h2t/4h2u/4h2v	14,3,8,4,5	90	5	6,8	34	1
AACP_AGRFC	Aminoacyl carrier protein	2jq4/4h2w/4h2x/4h2y	12,3,3,4,14,3,4,9,4	83	9	6,22222222222222	56	1
AAR_SYNE7	Long-chain acyl-[acyl-carrier-protein] reductase	6jzu/6jzy/6jzz	5,9,3,5,9,3,8,5,17,5,8,4,3,18,3,5,12,6,11,4,3,5,3,7,3,4,5,6,4,3,12,3,13,3	341	34	6,38235294117647	217	0
ACNB_ECOLI	Aconitate hydratase B	1l5j	13,12,10,14,8,6,3,9,10,11,4,13,4,6,4,3,8,11,10,4,6,7,9,4,5,4,4,8,17,8,5,10,3,5,15,5,3,6,5,10,8,14,7,9,3,5,20,16,7,3,3,3,3,4,13,6,9,8,3,3,7,3,4,10,12,4,3,8	865	68	7,35294117647059	500	0
ACOX_SYNY3	Apocarotenoid-15,15'-oxygenase	2biw/2bix/4ou8/4ou9/5kja/5kjb/5kjd/5kk0/6big/6c7k/6c7o	6,4,3,8,3,3,8,3,6,9,4,6,5,3,4,5,20,11,3,8,3,4,4,3,3,7,5,11,10,3,3,9,8,5,3,3,7,5,6,5,4,3,9,8,3,5,5	490	47	5,65957446808511	266	0
ACP1_SPIOL	Acyl carrier protein 1, chloroplastic	2ava/2fva/2fve/2fvf/2xz0/2xz1	5,6,3,3,4,9,3,10	138	8	5,375	43	1
ACPM_HUMAN	Acyl carrier protein, mitochondrial	2dnw/5xtb/5xtd/5xth/5xti/6odd	13,3,3,3,15,4,11	156	7	7,42857142857143	52	1
ACPM_MYCS2	Meromycolate extension acyl carrier protein	7bvc/7bvf/7bvg	15,3,5,14,11,3	99	6	8,5	51	1
ACXA_XANP2	Acetone carboxylase beta subunit	5m45/5svc	19,7,3,14,7,4,8,6,4,3,5,3,3,4,3,13,5,17,3,3,13,3,11,3,5,4,17,7,7,4,4,8,5,7,3,3,7,4,11,4,26,3,8,8,6,3,8,13,28,3,10,4,3,18,3,3,12,3,9,9,3,9,4,5,7	717	65	7,26153846153846	472	0
ACXB_XANP2	Acetone carboxylase alpha subunit	5m45/5svc	3,15,3,5,22,3,4,6,4,3,14,4,3,10,11,3,6,6,9,3,29,26,12,3,13,4,3,13,4,4,22,3,5,7,4,3,3,7,10,3,7,6,3,6,7,3,6,3,5,3,9,6,3,3,18,13,13,10,3,3,3	776	61	7,34426229508197	448	0
ACXC_XANP2	Acetone carboxylase gamma subunit	5m45/5svc	8,9,12,3,8,5,5,4,4,6,5,5,5,3,7	168	15	5,93333333333333	89	0
ACY2_RAT	Aspartoacylase	2gu2/2q4z	3,5,12,3,5,6,3,3,4,13,8,3,6,14,5,4,4,9,22,12,3,3,5,3,3,5,3,12,3	312	29	6,3448275862069	184	0
ADIC_ECOLI	Arginine/agmatine antiporter	5j4i/5j4n	3,13,3,5,25,9,30,4,21,25,3,6,3,12,4,4,3,3,30,6,7,35,4,15,4,17,15,3,3,20,22	445	31	11,5161290322581	357	0
ADT1_BOVIN	ADP/ATP translocase 1	1okc/2c3e	21,12,3,3,12,5,26,35,12,4,24,3,30,3,12,5,19	298	17	13,4705882352941	229	0
AGAL_THEMA	Alpha-galactosidase	1zy9/5m0x/5m12/5m16/5m1i/6gta/6gvd/6gwf/6gwg/6gx8	3,7,12,10,8,6,8,3,4,4,8,6,10,7,6,5,16,5,4,3,10,3,5,4,10,6,3,5,3,5,6,17,4,5,3,3,16,5,3,4,4,10,3,5,3,13,3,3,11,6,12,8,6	552	53	6,45283018867925	342	0
ALAXM_PYRHO	Alanyl-tRNA editing protein AlaX-M	2e1b	4,3,7,5,3,3,5,25,4,9,4,14,9,5,3,10,8	216	17	7,11764705882353	121	0
ALAXS_PYRHO	Alanyl-tRNA editing protein AlaX-S	1v4p/1v7o/1wnu/1wxo/3rfn	20,3,7,7,17,6,8,4,7,4,3,9,8	157	13	7,92307692307692	103	0
ALDEC_SYNY3	Aldehyde decarbonylase	4z5s	31,3,24,20,9,13,3,16,8,32,19,8	231	12	15,5	186	0
ALF1_PORGI	Fructose-bisphosphate aldolase class 1	2iqt	11,6,3,7,3,17,4,9,4,3,9,5,10,8,19,8,18,6,4,7,8,5,4,20	293	24	8,25	198	0
ALF_ENCCU	Fructose-bisphosphate aldolase	3mbd/3mbf/3qrh	15,3,5,10,12,3,6,5,7,5,4,4,3,5,3,8,20,8,3,21,3,4,15,4,13,9,11,3,19	338	29	7,96551724137931	231	0
ALLB_ALKHC	Allantoinase	3hm7	10,9,7,3,4,6,3,8,6,6,8,5,9,3,6,9,5,14,4,13,7,18,3,12,5,5,7,13,4,8,8,7,11,3,3,11,5	438	37	7,24324324324324	268	0
ALO3_ACRLO	Antimicrobial peptide Alo-3	1q3j	9,8	36	2	8,5	17	0
ALOX1_KOMPG	Alcohol oxidase 1	5i68	8,14,3,4,4,3,4,3,4,6,9,4,5,10,3,3,5,6,6,4,8,11,11,5,4,9,3,11,3,8,4,10,9,3,10,4,3,3,3,14,3,4,3,8,14,3,3,5,3,18	663	50	6,16	308	0
AMNA_COMTE	2-aminophenol 1,6-dioxygenase subunit alpha	3vsg/3vsh/3vsi/3vsj	7,4,19,19,7,3,7,13,4,10,5,7,17,6,3,16,14,4,9,11,9	271	21	9,23809523809524	194	0
AMND_PSESP	2-aminomuconate deaminase	6izh	3,5,7,18,3,9,3,8,6,9	142	10	7,1	71	0
AMPPA_THEKO	AMP phosphorylase	4ga4/4ga5/4ga6	7,4,7,8,9,5,4,6,9,12,14,13,7,11,6,4,5,11,7,4,13,15,9,3,17,8,3,14,17,10,12,3,7,9,10,3,4,9,14,4	503	40	8,425	337	0
AMPP_ECOLI	Xaa-Pro aminopeptidase	1jaw/1m35/1n51/1w2m/1w7v/1wbq/1wl6/1wl9/1wlr/2bh3/2bha/2bhb/2bhc/2bhd/2bn7/2bws/2bwt/2bwu/2bwv/2bww/2bwx/2bwy/2v3x/2v3y/2v3z	14,8,3,7,6,3,7,7,9,5,3,9,4,15,3,4,9,24,14,4,4,5,6,3,6,20,18,6,5,3,4,4,3,4,7,6,12	441	37	7,40540540540541	274	0
AMYB_SOYBN	Beta-amylase	1bfn/1btc/1bya/1byb/1byc/1byd/1q6c/1q6d/1q6e/1q6f/1q6g/1uko/1ukp/1v3h/1v3i/1wdp/1wdq/1wdr/1wds	5,4,3,13,7,4,12,7,4,9,3,3,6,3,15,5,6,3,3,3,3,13,3,3,3,28,5,6,8,4,3,3,14,4,11,4,6,4,14,4,6	496	41	6,51219512195122	267	0
ANMK_SHEON	Anhydro-N-acetylmuramic acid kinase	3cqy	7,7,4,8,8,3,27,3,6,6,3,6,8,3,6,9,15,4,9,11,3,5,8,4,5,7,23,9,4,10,5,4,14,4,4	369	35	7,48571428571429	262	0
ANX1_GOSHI	Annexin Gh1	1n00/3brx	11,4,8,15,8,11,13,3,8,15,8,12,16,9,15,3,14,13,4,9,12,4,10	315	23	9,78260869565217	225	0
AP2S1_MOUSE	AP-2 complex subunit sigma	2jkr/2jkt/2vgl/2xa7/4uqi/6qh5/6qh6/6qh7/6yae/6yaf/6yah	8,8,15,3,5,8,7,3,18,6,11,13	142	12	8,75	105	0
APCD_AROAE	Acetophenone carboxylase delta subunit	5l9w	8,8,23,3,7,7,3,11,3,4,3,10,10,3,6,11,29,24,13,15,6,3,15,4,5,3,4,15,3,6,7,3,3,3,7,4,4,3,8,9,3,3,5,6,6,6,7,7,3,9,8,3,17,8,3,3	684	56	7,375	413	0
APE_ASFP4	Probable AP endonuclease	6khy/6ki3	5,4,15,4,4,14,5,3,17,5,9,5,4,14,7,6,12,3,4,4,3,3,3,12,4,19	296	26	7,23076923076923	188	0
APNO_CUPNN	D-apionate oxidoisomerase	5t57	5,10,5,11,5,5,3,8,3,7,4,11,4,6,10,13,7,7,8,17,19,14,5,9	276	24	8,16666666666667	196	0
AQPM_METTM	Aquaporin AqpM	2evu/2f2b	30,22,9,3,23,4,3,22,20,15,5,20	246	12	14,6666666666667	176	0
ARE_SACSO	Arylesterase	5l2p	13,13,9,8,5,11,6,15,4,6,15,7,5,6,3,6,5,3,9,13,10,3,19	306	23	8,43478260869565	194	0
AROB_STAAR	3-dehydroquinate synthase	1xag/1xai	3,3,5,3,6,6,11,6,4,12,7,13,3,6,4,4,3,4,6,6,18,10,6,18,3,6,10,19,11,4,3,5,4,13	354	34	7,20588235294118	245	0
AROK_HELPY	Shikimate kinase	3muf/3n2e	6,12,3,9,7,16,3,5,3,8,8,5,4,16,5,3,10	162	17	7,23529411764706	123	0
ASC_HUMAN	Apoptosis-associated speck-like protein containing a CARD	1ucp/2kn6/3j63/6k99/6n1h/7keu	12,10,3,6,10,14,11,4,7,8,8,3,10,4,14,10	195	16	8,375	134	2
ASDP_PSESP	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase	2zy2	6,8,18,10,15,13,4,14,3,3,16,7,5,3,4,4,9,13,5,3,3,4,6,3,8,5,10,9,3,15,18,6,8,10,11,5,24	531	37	8,40540540540541	311	0
ASPAT_CORGL	Aspartate aminotransferase	3ppl/5hxx/5iwq	3,20,5,7,11,3,3,15,3,7,9,8,7,6,9,5,4,7,8,4,14,11,30,3,4,4,10,3,4,3,23	432	31	8,16129032258065	253	0
ATOB_ECOLI	Acetyl-CoA acetyltransferase	4wys/5f0v	9,16,3,5,8,6,3,14,11,3,3,5,5,3,12,21,4,4,6,3,11,6,10,6,11,3,5,11,3,4,18,9,8	394	33	7,54545454545455	249	0
ATPA_ECOLI	ATP synthase subunit alpha	3oaa/5t4o/5t4p/5t4q/6oqr/6oqs/6oqt/6oqu/6oqv/6oqw/6pqv/6wnq/6wnr	9,3,8,6,4,9,8,4,3,3,3,3,5,3,3,6,6,4,10,10,13,3,6,19,7,14,3,9,3,7,5,3,3,9,7,5,4,4,20,9,16,12,3,3,15,10,17	513	47	7,21276595744681	339	0
ATPE_SPIOL	ATP synthase epsilon chain, chloroplastic	6fkf/6fkh/6fki/6vm1/6vm4/6vmb/6vmd/6vmg/6vof/6vog/6voh/6voi/6voj/6vok/6vol/6vom/6von/6voo	6,3,6,3,3,5,4,6,5,9,3,14,22	134	13	6,84615384615385	89	0
ATR1_HYAAE	Avirulence protein ATR1	7crb	14,17,4,10,4,24,18,8,5,11,11,13,17,10,14	311	15	12	180	0
AUXI_BOVIN	Putative tyrosine-protein phosphatase auxilin	1n4c/1nz6/1xi5/2qwn/2qwo/2qwp/2qwq/2qwr	7,13,11,5,3,3,3,3,3,17,6,13,11,14,3,10,4,7,5,3,3,9,14,14,3,5,3,3,8,4,4,7,3,4,3,3,4,9,13,7,3,3,3,14,4,20	910	46	6,82608695652174	314	3
BACR_HALVA	Cruxrhodopsin-3	4jr8/4l35	22,25,6,6,21,23,3,25,5,27,23,5,3	250	13	14,9230769230769	194	0
BAMA_ECOLI	Outer membrane protein assembly factor BamA	2v9h/3efc/3og5/3q6b/5d0o/5ljo/6lyq/6lys/6sn9/6sob/6soj/7nd0/7nri	6,3,6,12,9,8,9,3,9,3,3,11,4,3,9,9,9,3,5,3,16,9,11,10,7,16,3,9,9,9,3,5,4,14,10,12,7,17,8,12,12,4,3,16,15,9,3,16,3,12,3,13,4,17,3,5,4,3,3,3,6,13,3,13,12,12,8	810	67	8	536	5
BLIP_STRCL	Beta-lactamase inhibitory protein	1s0w/1xxm/2b5r/2g2u/2g2w/3c4o/3c4p/3c7u/3c7v/3e2k/3e2l/3n4i	6,8,3,4,3,9,13,9,6,8,9,7,3,9,9	201	15	7,06666666666667	106	0
BPX_BPP2	Baseplate protein X	2ltf	4,7,7,4	67	4	5,5	22	0
BRIX_METTH	Probable Brix domain-containing ribosomal biogenesis protein	1w94	4,14,8,7,8,11,3,7,5,10,15	155	11	8,36363636363636	92	1
BSUHB_METJA	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase	1dk4/1g0h/1g0i	16,3,5,4,14,3,5,3,3,10,5,19,3,6,4,3,5,3,7,3,9,5,12,3,5,5,8	252	27	6,33333333333333	171	0
BSUHB_THEMA	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase	2p3n/2p3v	20,10,17,7,10,6,8,9,6,4,3,3,4,9,6,9,7,13,3,3,6,3,15	256	23	7,8695652173913	181	0
BTUC_ECOLI	Vitamin B12 import system permease protein BtuC	1l7v/2qi9/4dbl/4fi3/4r9u	29,3,3,3,7,25,4,16,23,24,9,3,4,7,8,6,23,4,7,24,3,3,17	326	23	11,0869565217391	255	0
BTUR_SALTY	Corrinoid adenosyltransferase	1g5r/1g5t/1g64/4hut	17,9,14,7,6,3,4,3,18,6,6,9,5,6,5,4	196	16	7,625	122	0
BZLF1_EBVG	Trans-activator protein BZLF1	4jqv/4jqx/4jrx/4jry	3	245	1	3	3	1
CA1C_CONGE	Alpha-conotoxin GIC	1ul2/5co5	3,6	40	2	4,5	9	0
CALM1_RAT	Calmodulin-1	1niw/1qx7/1up5/2mgu/2pq3/2ygg/3b32/3bxl/3cln/3ifk/3sjq/4ehq/4rjd/6mc9	13,6,3,7,11,5,11,9,6,8,3,11,6,9	149	14	7,71428571428571	108	4
CAMT_MYCTU	Catechol O-methyltransferase	6jcl/6jcm	12,12,13,6,3,10,7,13,3,6,4,3,7,3,11,10,6,15,10,9	220	20	8,15	163	0
CAPZB_DICDI	F-actin-capping protein subunit beta	4akr	13,3,11,3,7,5,5,3,3,3,22,12,12,16,18,18,3,25,9	272	19	10,0526315789474	191	0
CAS10_THEON	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A)	6muu	11,7,3,16,10,4,10,4,17,3,3,3,4,17,12,4,17,5,4,9,6,3,26,3,4,9,22,11,4,18,4,5,3,3,3,3,12,3,7,3,3,9,7,6,3,6,4,8,6,24,4,8,7,18,8,3,17,5,4,4,15,3,3,15,3,8,3,3,5,3,11	777	71	7,61971830985915	541	2
CAS1A_ARCFU	CRISPR-associated endonuclease Cas1 1	4n06	7,6,6,6,3,7,3,9,5,5,10,28,22,26,3,23,3,7,14,3,4,4,16,4,4,16	345	26	9,38461538461539	244	0
CAT3_ECOLX	Chloramphenicol acetyltransferase 3	1cia/1cla/2cla/3cla/4cla/6x7q	3,3,9,9,8,13,3,5,6,8,6,15,3,9,5,3,11,15	213	18	7,44444444444444	134	0
CAT4_PSEAE	Chloramphenicol acetyltransferase	1xat/2xat	3,3,3,4,3,3,3,3,3,5,3,4,7,10,3,6,4,11	212	18	4,5	81	0
CATK_HUMAN	Cathepsin K	1atk/1au0/1au2/1au3/1au4/1ayu/1ayv/1ayw/1bgo/1by8/1mem/1nl6/1nlj/1q6k/1snk/1tu6/1u9v/1u9w/1u9x/1vsn/1yk7/1yk8/1yt7/2ato/2aux/2auz/2bdl/2r6n/3c9e/3h7d/3kw9/3kwz/3kx1/3o0u/3o1g/3ovz/4dmx/4dmy/4n79/4n8w/4x6h/4x6i/4x6j/4yv8/4yva/5j94/5ja7/5jh3/5tdi/5tun/6ash/6hgy/6pxf/6qbs/6ql8/6qlm/6qlw/6qlx/6qm0/7pck	3,10,26,4,6,3,4,3,18,7,3,3,11,3,3,3,4,11,5,4,4,11,7,3,10,3,4	329	27	6,51851851851852	176	0
CB2A_SPIOL	Chlorophyll a-b binding protein, chloroplastic	1rwt/3jcu/4lcz	3,3,32,6,3,21,4,3,3,32,10,4	267	12	10,3333333333333	124	0
CBIK_SALTY	Sirohydrochlorin cobaltochelatase	1qgo/2xwp	7,18,8,11,11,6,4,13,3,6,4,12,7,3,12,11,11,6,3,8,3,7,3,3,15	264	25	7,8	195	0
CBP1_PYRFU	Thermostable carboxypeptidase 1	1k9x/1ka2/1ka4	29,3,19,11,19,23,3,18,9,24,3,15,5,5,6,18,3,12,14,5,8,3,17,3,13,3,4,20,7,10,3,9,11	499	33	10,7575757575758	355	0
CCPA_BACME	Catabolite control protein A	1rzr/1sxg/1sxh/1sxi	7,8,14,6,6,3,16,6,11,3,7,3,5,4,13,6,3,4,10,3,3,13,3,7,13,4,6,4,4,4,16,3,3	332	33	6,6969696969697	221	1
CEAM_ECOLX	Colicin-M	2xmx/2xtq/2xtr/3da3/3da4	4,8,17,3,23,7,3,4,3,11,3,3,3,8,12,3,6,12,19,13,4,8	271	22	8,04545454545454	177	0
CEAS_STRCL	N(2)-(2-carboxyethyl)arginine synthase	2ihu/2ihv	11,4,4,4,15,5,16,8,3,5,3,6,3,12,3,6,4,3,4,14,7,5,11,3,4,5,6,5,3,4,8,6,11,11,4,15,4,9,3,3,11,6,6,4,7,6,11,3,7,4,12,3,7,3,3	573	55	6,41818181818182	353	0
CEA_ECOLX	Colicin-A	1col	23,15,12,3,12,11,3,18,12,18,19,9	204	12	12,9166666666667	155	0
CEPL_CERFI	Cerato-platanin	2kqa	3,3,7,7,6,10,6,8,5,4,8	120	11	6,09090909090909	67	0
CH60_THET2	Chaperonin GroEL	4v4o	5,19,3,4,4,3,7,21,20,21,12,12,7,4,5,5,3,3,11,12,6,13,5,3,15,3,3,8,6,15,14,6,24,3,14,13,9,10,3,3,3,19,7	543	43	8,97674418604651	386	0
CH60_THETH	Chaperonin GroEL	1srv	4,3,16,12,8,12,5,15,3,3,8,6	145	12	7,91666666666667	95	0
CHEC_THEMA	CheY-P phosphatase CheC	1xkr	26,4,5,7,13,7,12,26,3,6,13,11,3,9,7	205	15	10,1333333333333	152	0
CHEY_THEMA	Chemotaxis protein CheY	1tmy/1u0s/2tmy/3tmy/4iga/4qyw/4tmy	5,13,8,11,8,3,11,6,9,6,11	120	11	8,27272727272727	91	1
CHM4B_HUMAN	Charged multivesicular body protein 4b	3c3q/3um3/4abm	35,35,4,9	224	4	20,75	83	0
CLIT2_CLINE	Clitocypin-2	3h6r	14,4,5,3,5,8,3,3,4,5,7,8,8,7	152	14	6	84	0
CLSS_HAEMA	Calsensin	1yx7/1yx8	9,3,3,11,8,3,12	83	7	7	49	2
CM3B_CONGE	Mu-conotoxin GIIIB	1gib	5,3	22	2	4	8	0
COAD_HELPY	Phosphopantetheine adenylyltransferase	3nv7/3otw	6,11,9,3,12,6,7,5,13,5,4,9,4	157	13	7,23076923076923	94	0
COAT_PHMV	Coat protein	1e57/1qjz/2wws/2xpj	3,3,4,3,5,7,6,3,11,9,4,3,4,5,6,5	188	16	5,0625	81	0
COBD_SALTY	Threonine-phosphate decarboxylase	1lc5/1lc7/1lc8/1lkc	3,7,3,3,9,5,11,3,6,12,8,8,6,3,4,7,14,5,3,3,7,4,10,9,3,23,3,10,3,6,5,14	364	32	6,875	220	0
COMPL_BPSPP	Tail completion protein gp17	2lfp/5a20/5a21	16,4,7,3,8,15,9	134	7	8,85714285714286	62	0
COPDA_ARATH	Probable cytosolic oligopeptidase A	4put	3,3,25,24,22,12,5,16,30,4,4,13,6,10,11,3,17,6,3,32,15,3,3,16,4,6,10,6,3,8,18,3,4,7,3,7,12,20,3,12,3,4,19,12,9,6	701	46	10,1086956521739	465	0
COX12_YEAST	Cytochrome c oxidase subunit 12, mitochondrial	6giq/6hu9/6t0b/6t15/6ymx	3,12,11,13	83	4	9,75	39	1
COX13_THET8	Cytochrome c oxidase polypeptide I+III	2yev	8,29,18,4,11,20,3,4,28,3,16,16,3,12,22,14,4,13,15,24,7,11,17,27,3,3,32,4,3,7,3,18,18,4,29,27,30,33,24	791	39	14,5384615384615	567	0
COX13_YEAST	Cytochrome c oxidase subunit 13, mitochondrial	6giq/6hu9/6t0b/6t15/6ymx/6zdb	3,5,30,25,3,5,3	129	7	10,5714285714286	74	0
COX2_BOVIN	Cytochrome c oxidase subunit 2	1occ/1oco/1ocr/1ocz/1v54/1v55/2dyr/2dys/2eij/2eik/2eil/2eim/2ein/2occ/2y69/2ybb/2zxw/3abk/3abl/3abm/3ag1/3ag2/3ag3/3ag4/3asn/3aso/3wg7/3x2q/5b1a/5b1b/5b3s/5gpn/5iy5/5w97/5wau/5x19/5x1b/5x1f/5xdq/5xdx/5xth/5xti/5z84/5z85/5z86/5zco/5zcp/5zcq/6j8m/6juw/6jy3/6jy4/6nkn/6nmf/6nmp/7coh	31,30,9,6,3,5,3,3,4,10,5,3,5,5,6,3,7,10	227	18	8,22222222222222	148	0
CP121_MYCTU	Mycocyclosin synthase	1n40/2ij5/2ij7/3cxv/3cxx/3cxy/3cxz/3cy0/3cy1/3g5f/3g5h/4g1x/4g2g/4g44/4g45/4g46/4g47/4g48/4ict/4ips/4ipw/4iq7/4iq9/5ibd/5ibe/5ibf/5ibg/5ibh/5ibi/5ibj/5op9/6rq0/6rq1/6rq3/6rq5/6rq6/6rq8/6rq9/6rqb/6rqd/6rqe/6upg/6upi	3,3,9,6,5,8,3,4,5,7,7,19,4,13,3,6,4,19,10,3,31,9,3,10,3,7,3,3,4,5,3,3,18,4,3,4,3	396	37	6,94594594594595	257	0
CP122_ARATH	Calvin cycle protein CP12-2, chloroplastic	2lj9/3qv1/3rvd/6kez	15,26,8	131	3	16,3333333333333	49	0
CRKL_HUMAN	Crk-like protein	2bzx/2bzy/2dbk/2eo3/2lqn/2lqw	4,4,8,3,5,5,7,10,4,3,8,4,3,14,4,9,8,5,3,5,3,3,5,4,3,7,9,6,3,3,4	303	31	5,35483870967742	166	3
CSF2_HUMAN	Granulocyte-macrophage colony-stimulating factor	1csg/2gmf/4nkq/5d70/5d71/5d72	14,7,3,11,6,14,5,14	144	8	9,25	74	0
CSLA_PEDHD	Chondroitinase-AC	1cb8/1hm2/1hm3/1hmu/1hmw	13,11,3,15,17,5,12,3,3,9,3,17,12,11,3,16,13,3,3,5,3,10,3,11,5,6,6,10,3,3,3,3,3,5,9,9,10,13,3,3,6,4,4,6,6,16,11,4,3,14,14,7,6,5,9,7,3	700	57	7,42105263157895	423	0
CSLB_PEDHD	Chondroitinase-B	1dbg/1dbo/1ofl/1ofm	10,4,5,4,7,7,4,8,5,4,3,4,4,4,4,3,3,4,4,4,3,4,4,5,12,4,4,8,4,4,4,3,3,4,7,6,7,4,8,10,6,3,3,6,5,3,3,7,3,4,13	506	51	5,07843137254902	259	0
CSN5_HUMAN	COP9 signalosome complex subunit 5	6r7f/6r7h	37,3,5,13,9,9,4,16,8,13,5,6,7,4,5,3	334	16	9,1875	147	1
CXRA_CONMO	Delta/kappa-conotoxin Mo3964	2mw7	3	37	1	3	3	0
CYOA_ECOLI	Cytochrome bo(3) ubiquinol oxidase subunit 2	1cyw/1cyx/1fft	14,7,5,17,8,6,10,10,5,3,5,5,10,8,12,8,4,6	315	18	7,94444444444444	143	0
D89S1_PYRHO	Damage-control phosphatase PH1575	2g8l	16,18,16,21,13,12,3,10,6,15,9,6,3,5,6,9,6,8,6,7,5	287	21	9,52380952380952	200	0
DAF_HUMAN	Complement decay-accelerating factor	1nwv/1ojv/1ojw/1ojy/1ok1/1ok2/1ok3/1ok9/1upn/2c8i/2qzd/2qzf/2qzh/3iyp/5foa/6la5/7c9w	3,6,3,5,5,5,3,6,3,3,4,3,4,4,6,5,8,6,4,3,4,6,4,8,6,3	381	26	4,61538461538461	120	4
DAP_BRUAN	D-aminopeptidase	1ei5	8,4,10,12,3,12,4,7,5,7,9,15,8,4,3,4,4,3,3,13,5,3,6,10,8,3,11,13,3,4,6,5,3,7,3,5,6,3,7,5,8,8,4,6,4,9,8,8	520	48	6,4375	309	0
DCEB_ECOLI	Glutamate decarboxylase beta	1pmm/1pmo/2dgk/2dgl/2dgm/3fz6/3fz7/3fz8	11,3,4,3,11,3,3,9,17,3,7,22,6,9,4,7,5,3,15,4,3,4,7,7,3,3,3,3,37,8,9,10,3,3,6,20,3	466	37	7,59459459459459	281	0
DCP1_SCHPO	mRNA-decapping enzyme subunit 1	5j3q/5j3t/5j3y/5jp4/5kq1/5kq4/5n2v	7,8,17,16,11,4,3,4,6,9,14	127	11	9	99	0
DCX_HUMAN	Neuronal migration protein doublecortin	1mjd/2bqq/2xrp/4atu/5in7/5io9/5ioi/6fnz	7,5,3,12,4,4,3,8,12,6,11,3,4,3,5,3	365	16	5,8125	93	2
DEXB_STRMU	Glucan 1,6-alpha-glucosidase	2zic/2zid/4wlc/4xb3	3,4,3,6,14,5,6,13,6,8,5,4,8,4,16,4,3,3,11,5,8,3,4,4,14,5,4,13,8,3,3,11,11,4,3,4,4,4,6,14,4,4,8,8,3,9,7,3,6	536	49	6,38775510204082	313	0
DFB12_BOVIN	Beta-defensin 12	1bnb	7,7,5	38	3	6,33333333333333	19	0
DFX_DESDA	Desulfoferrodoxin	1dfx	3,3,4,7,6,8,6,6,6,6	126	10	5,5	55	0
DHA_MYCTU	Alanine dehydrogenase	2vhv/2vhw/2vhz/2voe/2voj/6o7f	4,9,5,3,7,4,7,4,6,4,3,10,4,3,18,3,5,12,7,10,6,10,5,3,4,4,4,3,4,4,3,4,30,4,4,7,3,4	371	38	6,15789473684211	234	0
DMPM_PSEUF	Phenol hydroxylase P2 protein	1hqi	3,12,3,6,9,3,6,4,5	90	9	5,66666666666667	51	0
DPH3_HUMAN	DPH3 homolog	2jr7	3,3,6,7,6,3,5,4	82	8	4,625	37	1
DPOL_BPPH2	DNA polymerase	1xhx/1xhz/1xi1/2ex3/2pyl/2pzs	8,3,10,5,11,6,14,7,11,9,4,7,3,23,3,13,7,8,3,3,5,7,8,12,12,3,6,10,18,13,12,4,6,7,21,5,8,6,3,15,11,4,3,9,4,11,10	575	47	8,31914893617021	391	0
DPOL_BPR69	DNA-directed DNA polymerase	1b8h/1clq/1ig9/1q9x/1q9y/1waf/1waj/2dy4/2ozm/2ozs/3cfo/3cfp/3cfr/3cq8/3lds/3lzi/3lzj/3nae/3nci/3ndk/3ne6/3ngi/3nhg/3qei/3qep/3qer/3qes/3qet/3qev/3qew/3qex/3qnn/3qno/3rmb/3rmc/3rmd/3rwu/3s9h/3scx/3si6/3sjj/3snn/3spy/3spz/3sq0/3sq1/3sq2/3sq4/3sun/3suo/3sup/3suq/3tab/3tae/3taf/3tag/3uiq/4dtj/4dtm/4dtn/4dto/4dtp/4dtr/4dts/4dtu/4dtx/4du1/4du3/4du4/4e3s/4fj5/4fj7/4fj8/4fj9/4fjg/4fjh/4fji/4fjj/4fjk/4fjl/4fjm/4fjn/4fjx/4fk0/4fk2/4fk4/4i9l/4j2a/4j2b/4j2d/4j2e/4khn/4ki6/4m3r/4m3t/4m3u/4m3w/4m3x/4m3y/4m3z/4m41/4m42/4m45	8,7,3,6,5,3,4,6,14,3,9,3,7,4,6,7,5,5,3,4,8,14,4,13,4,3,8,8,4,8,9,3,27,12,5,14,3,8,9,3,4,5,5,4,3,33,3,3,3,7,3,35,30,5,5,7,3,14,15,7,3,5,9,13,3,16,14,3,4,4,3,6,12,3,8,3,8,10,8,11,4,4	903	82	7,64634146341463	627	0
DPP3_YEAST	Probable dipeptidyl peptidase 3	3csk	3,3,15,8,14,20,3,10,4,3,3,6,3,3,4,10,4,7,7,4,8,15,16,12,10,3,8,12,7,3,3,10,5,6,5,9,25,3,4,3,3,5,3,16,6,21,4,15,4,6,5,3,18,11,4,6,3,4,4,12	711	60	7,56666666666667	454	0
